,name,m,lambda_r,epsilon,sigma
21330,propylcyclopentane,2,21.6384183207,464.168530955,4.74950981954e-10
21331,propylcyclopentane,3,13.5470719162,311.553242646,4.03175681826e-10
21332,propylcyclopentane,4,11.1293928973,240.815291442,3.59073457118e-10
21333,propylcyclopentane,5,9.77209930682,197.161871341,3.27491551981e-10
21334,propylcyclopentane,6,8.88248414486,167.03641756,3.03000993751e-10
21335,propylcyclopropane,1,62.6738677851,678.654488095,5.88068639827e-10
21336,propylcyclopropane,2,18.2908830802,376.176804158,4.36815702776e-10
21337,propylcyclopropane,3,12.3502445438,254.198150862,3.71893967133e-10
21338,propylcyclopropane,4,10.3465277866,196.840415705,3.31280620001e-10
21339,propylcyclopropane,5,9.18157662605,161.055114539,3.0200884759e-10
21340,propylcyclopropane,6,8.41260265687,136.451138311,2.79368937223e-10
21341,propylene,1,32.6601422905,415.14821211,4.7487995434e-10
21342,propylene,2,11.4547418565,198.213536324,3.566947746e-10
21343,propylene,3,9.16133272004,137.152578166,3.04865403491e-10
21344,propylene,4,8.08024869988,105.65376914,2.71129057216e-10
21345,propylene,5,7.4416475992,86.4508119143,2.46588157901e-10
21346,propylene,6,7.00530383804,73.4239635829,2.282383177e-10
21347,propylene carbonate,1,200.383135164,1155.45648423,5.13032497856e-10
21348,propylene carbonate,2,35.8329755613,712.335010672,3.81495618538e-10
21349,propylene carbonate,3,18.2079928739,488.221081631,3.2070696515e-10
21350,propylene carbonate,4,13.7909050837,372.087945591,2.85218236348e-10
21351,propylene carbonate,5,11.7559454485,305.451238008,2.60375520382e-10
21352,propylene carbonate,6,10.4301985092,258.755847265,2.41090659532e-10
21353,propylene glycol monomethyl ether acetate,1,400.464892796,922.487387313,6.50553543949e-10
21354,propylene glycol monomethyl ether acetate,2,42.2343998731,571.529250538,4.83061463317e-10
21355,propylene glycol monomethyl ether acetate,3,20.4589594966,397.736617091,4.05395864253e-10
21356,propylene glycol monomethyl ether acetate,4,14.9041990806,301.84717421,3.60002677177e-10
21357,propylene glycol monomethyl ether acetate,5,12.5698246585,247.930235844,3.28726258249e-10
21358,propylene glycol monomethyl ether acetate,6,11.0508208237,209.96428138,3.04445720412e-10
21359,propyleneimine,1,54.428374138,673.526588559,4.9438241518e-10
21360,propyleneimine,2,16.4066951455,361.785229809,3.67674762278e-10
21361,propyleneimine,3,11.5997931826,246.203560333,3.13391535664e-10
21362,propyleneimine,4,9.83539512517,190.692612983,2.79156604139e-10
21363,propyleneimine,5,8.79340977544,155.976773664,2.54397006155e-10
21364,propyleneimine,6,8.1015496928,132.164393707,2.3530921708e-10
21365,propylisopropylamine,1,177.427254977,792.685072565,6.50422851602e-10
21366,propylisopropylamine,2,34.3299199925,487.277513654,4.83729667596e-10
21367,propylisopropylamine,3,17.697715317,332.787020775,4.06915664905e-10
21368,propylisopropylamine,4,13.5269355001,253.996493775,3.6197116667e-10
21369,propylisopropylamine,5,11.5604295149,208.454843815,3.30419707684e-10
21370,propylisopropylamine,6,10.2798463585,176.595470149,3.05927255474e-10
21371,pyrazine,1,42.6367245823,759.180581652,5.52067656113e-10
21372,pyrazine,2,13.7040194869,385.030103899,4.12064058116e-10
21373,pyrazine,3,10.3684251045,264.945431682,3.51774338287e-10
21374,pyrazine,4,8.96573728372,204.902450434,3.13203998841e-10
21375,pyrazine,5,8.12751225963,167.569964829,2.8519126573e-10
21376,pyrazine,6,7.56401096981,142.073751666,2.63814234981e-10
21377,pyrene,1,1185.1245687,1489.02765281,7.35250010668e-10
21378,pyrene,2,47.1057216408,918.609357347,5.44770890149e-10
21379,pyrene,3,22.2214680551,645.897117955,4.56871397916e-10
21380,pyrene,4,15.7532115105,490.175386085,4.05218084212e-10
21381,pyrene,5,13.1630011734,402.271054076,3.70040232701e-10
21382,pyrene,6,11.497793624,340.554056549,3.42745365589e-10
21383,pyridazine,1,42.8237691313,939.559043045,5.25305902353e-10
21384,pyridazine,2,13.7465553427,477.000548772,3.92058221729e-10
21385,pyridazine,3,10.3895436433,328.180937158,3.34686383015e-10
21386,pyridazine,4,8.98095410642,253.819125529,2.97993501894e-10
21387,pyridazine,5,8.13922703059,207.573799447,2.71345754688e-10
21388,pyridazine,6,7.57350977485,175.987849465,2.5100537819e-10
21389,pyridine,1,50.0681740068,777.039744864,5.36599017347e-10
21390,pyridine,2,15.4039609136,409.310792472,3.9950539839e-10
21391,pyridine,3,11.1674246749,279.727843893,3.40699937496e-10
21392,pyridine,4,9.53423990673,216.604808975,3.03452521532e-10
21393,pyridine,5,8.56362686046,177.150285164,2.7646821974e-10
21394,pyridine,6,7.9166151662,150.125860603,2.55722284993e-10
21395,pyrimidine,1,44.161359257,779.58737335,5.50656163519e-10
21396,pyrimidine,2,14.0511634652,398.654283386,4.10758645193e-10
21397,pyrimidine,3,10.5390119409,273.96431258,3.50581300392e-10
21398,pyrimidine,4,9.0883644943,211.952774827,3.12172531796e-10
21399,pyrimidine,5,8.22185144008,173.334076811,2.84289828077e-10
21400,pyrimidine,6,7.64046243413,146.941579115,2.62971598729e-10
21401,pyrrole,1,63.3097454111,836.084349238,5.20100250496e-10
21402,pyrrole,2,18.4345485603,464.425472699,3.8631101357e-10
21403,pyrrole,3,12.404697304,313.688135805,3.28859680769e-10
21404,pyrrole,4,10.3830232828,242.895735853,2.9294512106e-10
21405,pyrrole,5,9.20920867244,198.742832351,2.67066965589e-10
21406,pyrrole,6,8.43467977317,168.380620622,2.47048261838e-10
21407,pyrrolidine,1,57.0827253121,730.08552514,5.44235361316e-10
21408,pyrrolidine,2,17.0163119001,396.466524516,4.04539217736e-10
21409,pyrrolidine,3,11.8506471063,269.14122818,3.44701203333e-10
21410,pyrrolidine,4,10.0079202986,208.461405141,3.07055074591e-10
21411,pyrrolidine,5,8.92467995089,170.526294672,2.79857980475e-10
21412,pyrrolidine,6,8.20693283143,144.48497181,2.58864325236e-10
21413,quinoline,1,88.005496779,1072.41852568,6.2045146036e-10
21414,quinoline,2,23.5993936084,629.414181956,4.61002947981e-10
21415,quinoline,3,14.2008574565,422.307064146,3.90657820344e-10
21416,quinoline,4,11.539562284,325.905574774,3.47854757935e-10
21417,quinoline,5,10.0798379531,266.929885971,3.17319706692e-10
21418,quinoline,6,9.12572656884,226.146935732,2.93626093994e-10
21419,rhenium heptoxide,1,72.1883020543,1256.5729354,6.35344392792e-10
21420,rhenium heptoxide,2,20.3968265688,715.992363156,4.7182761111e-10
21421,rhenium heptoxide,3,13.1183190804,481.313435684,4.00980091768e-10
21422,rhenium heptoxide,4,10.8536380742,372.341434853,3.57154728384e-10
21423,rhenium heptoxide,5,9.56460261032,304.771820557,3.25695066112e-10
21424,rhenium heptoxide,6,8.71784170385,258.203854138,3.01315594836e-10
21425,ruthenium (V) fluoride,1,65.9551034523,1285.86517644,5.85532219179e-10
21426,ruthenium (V) fluoride,2,19.0283796498,720.287219592,4.34853267401e-10
21427,ruthenium (V) fluoride,3,12.6262749514,485.661349433,3.700057615e-10
21428,ruthenium (V) fluoride,4,10.530682152,375.973063333,3.29591481213e-10
21429,ruthenium (V) fluoride,5,9.32089829531,307.663617757,3.0050385138e-10
21430,ruthenium (V) fluoride,6,8.52382667154,260.657582584,2.77987672365e-10
21431,s-ethyl thioacetate,1,71.0215118544,785.839434474,5.80172002546e-10
21432,s-ethyl thioacetate,2,20.1444589136,446.464165302,4.30849073923e-10
21433,s-ethyl thioacetate,3,13.0292935127,300.262594925,3.66238917093e-10
21434,s-ethyl thioacetate,4,10.7957161855,232.316170248,3.26216333307e-10
21435,s-ethyl thioacetate,5,9.5209510089,190.147927345,2.97472399714e-10
21436,s-ethyl thioacetate,6,8.68314114125,161.094237471,2.75201278362e-10
21437,sec-butyl acetate,1,123.991535808,799.934663346,6.28383830846e-10
21438,sec-butyl acetate,2,29.2021872268,484.128739947,4.67311443606e-10
21439,sec-butyl acetate,3,16.0095119012,327.074260314,3.94314079767e-10
21440,sec-butyl acetate,4,12.6093337537,251.000286179,3.50911058624e-10
21441,sec-butyl acetate,5,10.8785163814,205.800023447,3.20235630825e-10
21442,sec-butyl acetate,6,9.75167282781,174.359770762,2.96422495295e-10
21443,sec-butyl acrylate,1,200.383135164,861.394294156,6.54804554781e-10
21444,sec-butyl acrylate,2,35.8329755613,531.046666054,4.86918605919e-10
21445,sec-butyl acrylate,3,18.2079928739,363.969443889,4.09331538271e-10
21446,sec-butyl acrylate,4,13.7909050837,277.3920417,3.6403580874e-10
21447,sec-butyl acrylate,5,11.7559454485,227.714290546,3.32328024856e-10
21448,sec-butyl acrylate,6,10.4301985092,192.902816727,3.07713960883e-10
21449,sec-butyl butanoate,1,775.828507178,939.667119464,6.91283522292e-10
21450,sec-butyl butanoate,2,45.7357095564,580.876353673,5.12572762297e-10
21451,sec-butyl butanoate,3,21.7245896702,407.318408262,4.29938384625e-10
21452,sec-butyl butanoate,4,15.5136417556,309.021477716,3.8145751153e-10
21453,sec-butyl butanoate,5,12.9989749251,253.702138431,3.48339797343e-10
21454,sec-butyl butanoate,6,11.3746465019,214.801173692,3.22637265997e-10
21455,"sec-butyl butanoate, (S)",1,325.718797701,915.953327599,6.85217751476e-10
21456,"sec-butyl butanoate, (S)",2,40.672438792,567.39446291,5.09044495696e-10
21457,"sec-butyl butanoate, (S)",3,19.8999115338,393.430780722,4.27330297194e-10
21458,"sec-butyl butanoate, (S)",4,14.6332214149,298.772745453,3.79632433018e-10
21459,"sec-butyl butanoate, (S)",5,12.374329425,245.403060726,3.46634103127e-10
21460,"sec-butyl butanoate, (S)",6,10.902521565,207.843017697,3.21016329784e-10
21461,sec-butyl formate,1,89.118346115,749.839146387,5.94245441904e-10
21462,sec-butyl formate,2,23.8077577524,440.761648418,4.41549811278e-10
21463,sec-butyl formate,3,14.2691306071,295.753905763,3.74106938429e-10
21464,sec-butyl formate,4,11.5816720941,228.19911203,3.3310959276e-10
21465,sec-butyl formate,5,10.1113762368,186.911905223,3.0387438372e-10
21466,sec-butyl formate,6,9.15059107984,158.354765851,2.81188372227e-10
21467,sec-butyl isocyanide,1,126.075443297,808.253923143,5.86176940493e-10
21468,sec-butyl isocyanide,2,29.4619710206,489.665740653,4.35933290599e-10
21469,sec-butyl isocyanide,3,16.0934758283,330.973463664,3.67771781235e-10
21470,sec-butyl isocyanide,4,12.6567335564,253.921434769,3.27284132167e-10
21471,sec-butyl isocyanide,5,10.9138048721,208.205348307,2.98678683676e-10
21472,sec-butyl isocyanide,6,9.77914838859,176.397396932,2.76472460291e-10
21473,sec-butyl mercaptan,1,52.9188368145,701.713025715,5.69892890117e-10
21474,sec-butyl mercaptan,2,16.0595122318,374.469537731,4.2397919958e-10
21475,sec-butyl mercaptan,3,11.4530154138,255.205568664,3.61447262513e-10
21476,sec-butyl mercaptan,4,9.733691999,197.654792233,3.21954336471e-10
21477,sec-butyl mercaptan,5,8.7159023634,161.66395263,2.93374769027e-10
21478,sec-butyl mercaptan,6,8.03923599166,136.98871578,2.7136073837e-10
21479,sec-butyl methyl ether,1,78.0729682254,670.9635698,5.9310454808e-10
21480,sec-butyl methyl ether,2,21.6384183207,387.315929219,4.405237622e-10
21481,sec-butyl methyl ether,3,13.5470719162,259.969225894,3.73951154822e-10
21482,sec-butyl methyl ether,4,11.1293928973,200.943390503,3.33045716813e-10
21483,sec-butyl methyl ether,5,9.77209930682,164.517687677,3.03753052523e-10
21484,sec-butyl methyl ether,6,8.88248414486,139.380119431,2.8103771292e-10
21485,sec-butyl methyl ether (d),1,78.0729682254,670.9635698,5.9310454808e-10
21486,sec-butyl methyl ether (d),2,21.6384183207,387.315929219,4.405237622e-10
21487,sec-butyl methyl ether (d),3,13.5470719162,259.969225894,3.73951154822e-10
21488,sec-butyl methyl ether (d),4,11.1293928973,200.943390503,3.33045716813e-10
21489,sec-butyl methyl ether (d),5,9.77209930682,164.517687677,3.03753052523e-10
21490,sec-butyl methyl ether (d),6,8.88248414486,139.380119431,2.8103771292e-10
21491,sec-butyl vinyl ether,1,110.204447291,754.876649661,6.08015235429e-10
21492,sec-butyl vinyl ether,2,27.3191279892,453.071439502,4.52063300701e-10
21493,sec-butyl vinyl ether,3,15.4033810377,305.128656853,3.81959345546e-10
21494,sec-butyl vinyl ether,4,12.2613116673,234.62762909,3.39971131954e-10
21495,sec-butyl vinyl ether,5,10.6191957521,192.307085067,3.1021541059e-10
21496,sec-butyl vinyl ether,6,9.54929282824,162.928619392,2.87116935681e-10
21497,sec-butylamine,1,61.4308670651,668.794944108,5.84194094408e-10
21498,sec-butylamine,2,18.0091516349,369.130263459,4.3398502396e-10
21499,sec-butylamine,3,12.2424365996,249.669679453,3.69559788148e-10
21500,sec-butylamine,4,10.2740320975,193.349252923,3.29202552325e-10
21501,sec-butylamine,5,9.12665549989,158.190660494,3.00100016429e-10
21502,sec-butylamine,6,8.36869644798,134.025684518,2.77599363115e-10
21503,sec-butylbenzene,1,60.5228364521,862.007132006,6.68971781345e-10
21504,sec-butylbenzene,2,17.8026645018,474.238237809,4.97012100686e-10
21505,sec-butylbenzene,3,12.1625234309,320.99159544,4.23290845609e-10
21506,sec-butylbenzene,4,10.2200894212,248.594676608,3.77066317593e-10
21507,sec-butylbenzene,5,9.0857617389,203.382892379,3.43719928409e-10
21508,sec-butylbenzene,6,8.33598187429,172.315964943,3.17945717888e-10
21509,sec-butylcyclohexane,1,59.0533345337,861.581309501,6.73287844178e-10
21510,sec-butylcyclohexane,2,17.4674550299,471.448512117,5.00311428633e-10
21511,sec-butylcyclohexane,3,12.0310872201,319.491103331,4.2619344892e-10
21512,sec-butylcyclohexane,4,10.1309914933,247.448051575,3.79651156835e-10
21513,sec-butylcyclohexane,5,9.01816381972,202.433192238,3.46054743409e-10
21514,sec-butylcyclohexane,6,8.28186241582,171.514291858,3.20100794155e-10
21515,sec-butylcyclopentane,1,79.438131878,847.420890248,6.57921034946e-10
21516,sec-butylcyclopentane,2,21.9183965305,490.47033548,4.8868813871e-10
21517,sec-butylcyclopentane,3,13.6419259461,329.142876895,4.14731458537e-10
21518,sec-butylcyclopentane,4,11.1896778543,254.358315482,3.69355446067e-10
21519,sec-butylcyclopentane,5,9.81739424192,208.261334237,3.36879128786e-10
21520,sec-butylcyclopentane,6,8.91835681104,176.440145074,3.11692041712e-10
21521,sec-pentyl acetate (R),1,203.001940449,867.205491479,6.56488780942e-10
21522,sec-pentyl acetate (R),2,35.9861271269,534.765840584,4.8816187142e-10
21523,sec-pentyl acetate (R),3,18.2604157097,366.652911223,4.10352260409e-10
21524,sec-pentyl acetate (R),4,13.8177169728,279.397636489,3.64933639564e-10
21525,sec-pentyl acetate (R),5,11.7757771037,229.366451764,3.33149993306e-10
21526,sec-pentyl acetate (R),6,10.4454218986,194.301413031,3.0847699237e-10
21527,sec-pentylbenzene,1,155.856389262,987.520839171,6.94492982601e-10
21528,sec-pentylbenzene,2,32.5927291599,604.477206586,5.16543671238e-10
21529,sec-pentylbenzene,3,17.1173300659,411.203748407,4.34914149404e-10
21530,sec-pentylbenzene,4,13.2195707399,314.411654519,3.86949549886e-10
21531,sec-pentylbenzene,5,11.3323229978,257.956137323,3.53190053025e-10
21532,sec-pentylbenzene,6,10.1038187738,218.539604986,3.26983427101e-10
21533,selenium (a form),1,47.4193039897,2189.86823732,2.72275285232e-10
21534,selenium (a form),2,14.7959872496,1138.80299333,2.02872316812e-10
21535,selenium (a form),3,10.891876975,780.269960813,1.73070443209e-10
21536,selenium (a form),4,9.33989134917,604.007193119,1.5413466721e-10
21537,selenium (a form),5,8.41488946744,493.964095245,1.40403179066e-10
21538,selenium (a form),6,7.79659450377,418.661422631,1.29869117392e-10
21539,selenium (gray),1,47.4193039897,2189.86823732,2.72275285232e-10
21540,selenium (gray),2,14.7959872496,1138.80299333,2.02872316812e-10
21541,selenium (gray),3,10.891876975,780.269960813,1.73070443209e-10
21542,selenium (gray),4,9.33989134917,604.007193119,1.5413466721e-10
21543,selenium (gray),5,8.41488946744,493.964095245,1.40403179066e-10
21544,selenium (gray),6,7.79659450377,418.661422631,1.29869117392e-10
21545,selenium (vitreous),1,47.4193039897,2189.86823732,2.72275285232e-10
21546,selenium (vitreous),2,14.7959872496,1138.80299333,2.02872316812e-10
21547,selenium (vitreous),3,10.891876975,780.269960813,1.73070443209e-10
21548,selenium (vitreous),4,9.33989134917,604.007193119,1.5413466721e-10
21549,selenium (vitreous),5,8.41488946744,493.964095245,1.40403179066e-10
21550,selenium (vitreous),6,7.79659450377,418.661422631,1.29869117392e-10
21551,selenium dioxide,1,64.282240609,1259.251428,5.85024049057e-10
21552,selenium dioxide,2,18.6536079548,701.704514561,4.34507991477e-10
21553,selenium dioxide,3,12.4870753127,473.636979721,3.69825444785e-10
21554,selenium dioxide,4,10.4380791965,366.719384811,3.29435165482e-10
21555,selenium dioxide,5,9.25087327862,300.070240828,3.00344088187e-10
21556,selenium dioxide,6,8.46795186387,254.226522502,2.77834202319e-10
21557,selenium hexafluoride,1,31.5637608688,389.509853068,4.80686299915e-10
21558,selenium hexafluoride,2,11.2092831143,184.607066798,3.61434954694e-10
21559,selenium hexafluoride,3,9.0187204552,127.761474985,3.08935491297e-10
21560,selenium hexafluoride,4,7.97372173228,98.3576930978,2.74694385351e-10
21561,selenium hexafluoride,5,7.35856414806,80.4915141237,2.49787599187e-10
21562,selenium hexafluoride,6,6.93728285683,68.3858850199,2.31228603605e-10
21563,selenium oxychloride,1,84.2941731312,995.276953685,5.31305012682e-10
21564,selenium oxychloride,2,22.8877044627,580.915250815,3.9471087703e-10
21565,selenium oxychloride,3,13.9661677546,389.722111007,3.34687180978e-10
21566,selenium oxychloride,4,11.3937651208,300.941797433,2.98039620303e-10
21567,selenium oxychloride,5,9.97056573158,246.449325648,2.71859858278e-10
21568,selenium oxychloride,6,9.03948504662,208.794434483,2.51549383552e-10
21569,selenium tetrachloride,1,57.6358464585,956.938604275,5.54319865448e-10
21570,selenium tetrachloride,2,17.1430985974,520.790159021,4.11996571457e-10
21571,selenium tetrachloride,3,11.9017848101,353.363558947,3.51030146181e-10
21572,selenium tetrachloride,4,10.042887356,273.692888945,3.12694004744e-10
21573,selenium tetrachloride,5,8.95125384957,223.891702612,2.8500477699e-10
21574,selenium tetrachloride,6,8.22824254095,189.699158309,2.6362621736e-10
21575,"selenosulfide, carbon",1,73.3865435313,770.933157877,4.81178354599e-10
21576,"selenosulfide, carbon",2,20.6539732294,440.540510162,3.57346175898e-10
21577,"selenosulfide, carbon",3,13.2083263339,296.024808902,3.0361716448e-10
21578,"selenosulfide, carbon",4,10.9119673178,228.966653206,2.70427965813e-10
21579,"selenosulfide, carbon",5,9.60853709425,187.424964203,2.46615286922e-10
21580,"selenosulfide, carbon",6,8.7527446288,158.787046966,2.281588283e-10
21581,silane,1,26.6466022772,289.581685973,4.22073619879e-10
21582,silane,2,10.1132679814,132.569757987,3.1927865743e-10
21583,silane,3,8.356961551,91.7057901083,2.72891262854e-10
21584,silane,4,7.47463912563,70.3654420569,2.4236539542e-10
21585,silane,5,6.9675996479,57.6339209062,2.2018745078e-10
21586,silane,6,6.61622205669,49.0737137011,2.03994008501e-10
21587,"silane, bromodichlorofluoro",1,28.106260076,542.443706352,5.47546170145e-10
21588,"silane, bromodichlorofluoro",2,10.4371392525,250.948336781,4.13350055043e-10
21589,"silane, bromodichlorofluoro",3,8.55663038898,173.657881519,3.53321559783e-10
21590,"silane, bromodichlorofluoro",4,7.62602564133,133.390023476,3.13922034048e-10
21591,"silane, bromodichlorofluoro",5,7.08649359486,109.221421284,2.85281530693e-10
21592,"silane, bromodichlorofluoro",6,6.71402762173,92.9257281683,2.64223572361e-10
21593,"silane, chlorotrifluoro",1,21.9604660309,309.946094271,4.90357911196e-10
21594,"silane, chlorotrifluoro",2,9.12250844854,137.748655809,3.73993109882e-10
21595,"silane, chlorotrifluoro",3,7.7264558196,95.0688667604,3.19433770624e-10
21596,"silane, chlorotrifluoro",4,6.99234477869,72.6747231115,2.83259230673e-10
21597,"silane, chlorotrifluoro",5,6.58701325044,59.6023177604,2.57059055367e-10
21598,"silane, chlorotrifluoro",6,6.30215103344,50.9286238954,2.38457019198e-10
21599,"silane, dibromo",1,47.4193039897,682.008794182,5.3329237426e-10
21600,"silane, dibromo",2,14.7959872496,354.666843903,3.97356151558e-10
21601,"silane, dibromo",3,10.891876975,243.005933435,3.38984669484e-10
21602,"silane, dibromo",4,9.33989134917,188.110960484,3.01896084921e-10
21603,"silane, dibromo",5,8.41488946744,153.839327511,2.75000886159e-10
21604,"silane, dibromo",6,7.79659450377,130.387192779,2.54368331294e-10
21605,"silane, dibromochlorofluoro",1,29.6001335841,592.817914305,5.57792974377e-10
21606,"silane, dibromochlorofluoro",2,10.7702720672,277.176918912,4.20304951215e-10
21607,"silane, dibromochlorofluoro",3,8.75845639941,191.841210824,3.59272980588e-10
21608,"silane, dibromochlorofluoro",4,7.77835365471,147.508226695,3.19323495428e-10
21609,"silane, dibromochlorofluoro",5,7.20585924451,120.749025244,2.9027220904e-10
21610,"silane, dibromochlorofluoro",6,6.81207231901,102.663661162,2.68777961037e-10
21611,"silane, dichloro",1,27.2026419534,495.942042596,5.1227579347e-10
21612,"silane, dichloro",2,10.2363585292,227.951086991,3.87201191001e-10
21613,"silane, dichloro",3,8.43324070863,157.711716276,3.30957230786e-10
21614,"silane, dichloro",4,7.53255233195,121.061934419,2.93981668831e-10
21615,"silane, dichloro",5,7.01311430748,99.1454533235,2.67111672257e-10
21616,"silane, dichloro",6,6.6536811727,84.3929515767,2.47438287579e-10
21617,"silane, dichlorodifluoro",1,24.1396491183,383.938013198,5.15414362104e-10
21618,"silane, dichlorodifluoro",2,9.56762224317,172.7195297,3.91476686272e-10
21619,"silane, dichlorodifluoro",3,8.0132393947,119.353849354,3.34505452585e-10
21620,"silane, dichlorodifluoro",4,7.21249363223,91.399165077,2.96854394892e-10
21621,"silane, dichlorodifluoro",5,6.76108173771,74.9099192233,2.69538092086e-10
21622,"silane, dichlorodifluoro",6,6.4459841024,63.8918518829,2.49869962141e-10
21623,"silane, difluoro",1,32.3826414573,361.212763786,4.42232533274e-10
21624,"silane, difluoro",2,11.3925937137,172.143056874,3.3225775049e-10
21625,"silane, difluoro",3,9.12542414279,119.120018038,2.83984084393e-10
21626,"silane, difluoro",4,8.053461802,91.7483986384,2.52546254354e-10
21627,"silane, difluoro",5,7.42076763654,75.0751815598,2.29677534198e-10
21628,"silane, difluoro",6,6.98821614253,63.7676984239,2.12592491601e-10
21629,"silane, diiodo",1,118.110424972,936.42579117,5.37132053915e-10
21630,"silane, diiodo",2,28.4350362769,564.925673603,3.99418592619e-10
21631,"silane, diiodo",3,15.7621531797,381.143048799,3.37207318734e-10
21632,"silane, diiodo",4,12.4685566136,292.733910858,3.0010829459e-10
21633,"silane, diiodo",5,10.7736684172,239.983392905,2.73861097997e-10
21634,"silane, diiodo",6,9.66994715055,203.321434064,2.53485667068e-10
21635,"silane, dimethyldichloro",1,57.220281437,668.474158983,6.10844227107e-10
21636,"silane, dimethyldichloro",2,17.0478526507,363.206802796,4.5403988292e-10
21637,"silane, dimethyldichloro",3,11.8634006885,246.532387613,3.86873026822e-10
21638,"silane, dimethyldichloro",4,10.0166474575,190.949553786,3.44621504829e-10
21639,"silane, dimethyldichloro",5,8.93131331481,156.201972435,3.14099027911e-10
21640,"silane, dimethyldichloro",6,8.21225290019,132.347833008,2.90537084667e-10
21641,"silane, ethyltrichloro",1,57.6637065709,720.321353293,6.44984681063e-10
21642,"silane, ethyltrichloro",2,17.1494817586,392.059744176,4.79380727896e-10
21643,"silane, ethyltrichloro",3,11.904350359,266.011563143,4.08441424052e-10
21644,"silane, ethyltrichloro",4,10.0446398056,206.035493102,3.63835437049e-10
21645,"silane, ethyltrichloro",5,8.95258538048,168.545426954,3.3161803149e-10
21646,"silane, ethyltrichloro",6,8.22931009007,142.805254863,3.0674302571e-10
21647,"silane, iodo",1,59.6347147488,666.356494685,4.55773532609e-10
21648,"silane, iodo",2,17.6002158624,365.414171557,3.38652996665e-10
21649,"silane, iodo",3,12.0834020303,247.512876019,2.88459449022e-10
21650,"silane, iodo",4,10.1665104859,191.696203755,2.56958696076e-10
21651,"silane, iodo",5,9.04511979272,156.827044882,2.34225528657e-10
21652,"silane, iodo",6,8.30344983464,132.8728956,2.16659932631e-10
21653,"silane, methyldichloro",1,59.5761965392,624.847038729,5.67261415489e-10
21654,"silane, methyldichloro",2,17.5868609629,342.577222878,4.21494927286e-10
21655,"silane, methyldichloro",3,12.0781550694,232.055594933,3.59026018969e-10
21656,"silane, methyldichloro",4,10.1629514014,179.725124048,3.19819123101e-10
21657,"silane, methyldichloro",5,9.04241922145,147.033146189,2.91523961956e-10
21658,"silane, methyldichloro",6,8.30128748233,124.575028823,2.69661151376e-10
21659,"silane, methylphenyldichloro",1,131.815085468,988.38603506,6.82110099411e-10
21660,"silane, methylphenyldichloro",2,30.1468280859,600.338364108,5.0730323456e-10
21661,"silane, methylphenyldichloro",3,16.3154252619,406.309308882,4.27784688417e-10
21662,"silane, methylphenyldichloro",4,12.7811005616,311.487946285,3.80672340494e-10
21663,"silane, methylphenyldichloro",5,11.0063624532,255.440563411,3.47414409772e-10
21664,"silane, methylphenyldichloro",6,9.85113988646,216.415373057,3.21596569701e-10
21665,"silane, methyltrichloro",1,56.1062625542,661.861787931,5.95018561468e-10
21666,"silane, methyltrichloro",2,16.7922457339,358.010335766,4.42366194733e-10
21667,"silane, methyltrichloro",3,11.7594216451,243.251663569,3.76979370295e-10
21668,"silane, methyltrichloro",4,9.94537042285,188.409911253,3.35805119164e-10
21669,"silane, methyltrichloro",5,8.87711749405,154.118344306,3.06047177367e-10
21670,"silane, methyltrichloro",6,8.16877236364,130.58500189,2.83086875299e-10
21671,"silane, monobromo",1,34.6702284898,524.537206619,4.62931734371e-10
21672,"silane, monobromo",2,11.9053846259,253.747344507,3.47130060005e-10
21673,"silane, monobromo",3,9.41761572822,175.474870465,2.966431285e-10
21674,"silane, monobromo",4,8.2707172506,135.31597554,2.63900418438e-10
21675,"silane, monobromo",5,7.58988624043,110.6999963,2.40083629297e-10
21676,"silane, monobromo",6,7.1264860503,93.9701555054,2.22175809874e-10
21677,"silane, monochloro",1,31.9706831228,448.71921523,4.54625955997e-10
21678,"silane, monochloro",2,11.3003593106,213.255421232,3.41703064887e-10
21679,"silane, monochloro",3,9.07188202209,147.579731184,2.92063868773e-10
21680,"silane, monochloro",4,8.01347597382,113.64188699,2.59712385488e-10
21681,"silane, monochloro",5,7.38958444703,92.994617726,2.36179472693e-10
21682,"silane, monochloro",6,6.96268792481,78.9981978008,2.18620960188e-10
21683,"silane, monofluoro",1,30.5022696438,319.738046632,4.27696853314e-10
21684,"silane, monofluoro",2,10.9718533785,150.439896345,3.21947740734e-10
21685,"silane, monofluoro",3,8.87878060292,104.123989544,2.75194266783e-10
21686,"silane, monofluoro",4,7.86882716246,80.1083585352,2.44641464663e-10
21687,"silane, monofluoro",5,7.27662947338,65.5667634785,2.22420066619e-10
21688,"silane, monofluoro",6,6.87013098128,55.72656238,2.0592292974e-10
21689,"silane, tetraethyl",1,129.550190629,867.862478647,7.31516529713e-10
21690,"silane, tetraethyl",2,29.8818173953,526.620283277,5.44038428216e-10
21691,"silane, tetraethyl",3,16.2294299756,356.234198107,4.58843126246e-10
21692,"silane, tetraethyl",4,12.7330730937,273.177352562,4.08317561923e-10
21693,"silane, tetraethyl",5,10.970624402,224.0121725,3.72638706385e-10
21694,"silane, tetraethyl",6,9.82335540712,189.788872257,3.44941481054e-10
21695,"silane, tribromo",1,46.3694519901,752.981814937,5.71416542745e-10
21696,"silane, tribromo",2,14.5555609839,389.507375182,4.2590819294e-10
21697,"silane, tribromo",3,10.7798762572,267.142207168,3.6339551601e-10
