,name,m,lambda_r,epsilon,sigma
21698,"silane, tribromo",4,9.26037255203,206.761387246,3.23620978649e-10
21699,"silane, tribromo",5,8.35392843062,169.089918363,2.94767555263e-10
21700,"silane, tribromo",6,7.74733255857,143.321592649,2.72654713894e-10
21701,"silane, trichloro",1,42.6367245823,580.906547303,5.44384875606e-10
21702,"silane, trichloro",2,13.7040194869,294.61568653,4.06329620175e-10
21703,"silane, trichloro",3,10.3684251045,202.729811143,3.46878914694e-10
21704,"silane, trichloro",4,8.96573728372,156.786379805,3.08845334554e-10
21705,"silane, trichloro",5,8.12751225963,128.220468296,2.81222437141e-10
21706,"silane, trichloro",6,7.56401096981,108.711385061,2.60142897166e-10
21707,"silane, trichlorofluoro",1,26.5526671399,470.422453368,5.38270355872e-10
21708,"silane, trichlorofluoro",2,10.0925191344,215.212885576,4.07232626661e-10
21709,"silane, trichlorofluoro",3,8.34405671752,148.870126004,3.4806415712e-10
21710,"silane, trichlorofluoro",4,7.46483183939,114.21923714,3.09121067032e-10
21711,"silane, trichlorofluoro",5,6.95988809956,93.5550735073,2.80828935661e-10
21712,"silane, trichlorofluoro",6,6.60987321652,79.6640145382,2.60181010287e-10
21713,"silane, trifluoro",1,24.9356749706,306.02330299,4.48401419111e-10
21714,"silane, trifluoro",2,9.73850878505,138.408710771,3.40110065019e-10
21715,"silane, trifluoro",3,8.12184462462,95.68132976,2.90646747867e-10
21716,"silane, trifluoro",4,7.2955290427,73.3180171845,2.58000362549e-10
21717,"silane, trifluoro",5,6.8265852132,60.0776669242,2.34302867947e-10
21718,"silane, trifluoro",6,6.50002833359,51.2111349934,2.17159536708e-10
21719,"silane, trimethyl",1,37.7843910745,509.733161912,5.66434302579e-10
21720,"silane, trimethyl",2,12.6056757968,251.400354605,4.23830716014e-10
21721,"silane, trimethyl",3,9.80145733718,173.59193499,3.62063636856e-10
21722,"silane, trimethyl",4,8.5535689435,134.045431366,3.22226778972e-10
21723,"silane, trimethyl",5,7.80929772359,109.63806279,2.93261140626e-10
21724,"silane, trimethyl",6,7.30542069706,93.0125115371,2.71329764252e-10
21725,silicon tetrachloride,1,48.4562283542,631.409721433,5.82861997394e-10
21726,silicon tetrachloride,2,15.0337797979,330.037980468,4.34151418849e-10
21727,silicon tetrachloride,3,11.0009329578,225.905976173,3.70322997603e-10
21728,silicon tetrachloride,4,9.41703098264,174.897989065,3.29819164381e-10
21729,silicon tetrachloride,5,8.47396838452,143.035836225,3.00458232926e-10
21730,silicon tetrachloride,6,7.84429638721,121.224201699,2.77913731682e-10
21731,silicon tetrafluoride,1,115.1821586,366.506555122,5.38650527424e-10
21732,silicon tetrafluoride,2,28.0334431595,220.712866392,4.00528574018e-10
21733,silicon tetrafluoride,3,15.6329387736,148.810093359,3.38241139231e-10
21734,silicon tetrafluoride,4,12.3943362388,114.341195324,3.01038781122e-10
21735,silicon tetrafluoride,5,10.7183645326,93.7298260743,2.74703287841e-10
21736,silicon tetrafluoride,6,9.62678466629,79.4108825135,2.54259439729e-10
21737,silver,1,33.9238784922,7365.02434984,1e-09
21738,silver,2,11.7379564014,3545.77043426,7.50300709066e-10
21739,silver,3,9.323242078,2452.64916652,6.41218559151e-10
21740,silver,4,8.2007258926,1890.63750111,5.70378923175e-10
21741,silver,5,7.53545943879,1546.80551648,5.18848610334e-10
21742,silver,6,7.08202031822,1313.27614623,4.80178760322e-10
21743,silver (I) chloride,1,95.7081486374,4145.85412423,7.99174243336e-10
21744,silver (I) chloride,2,24.993525286,2456.51899624,5.93958095593e-10
21745,silver (I) chloride,3,14.6547701536,1649.6627628,5.02745038659e-10
21746,silver (I) chloride,4,11.8169587536,1271.46118744,4.47590681656e-10
21747,silver (I) chloride,5,10.2874231955,1041.65963149,4.08347674021e-10
21748,silver (I) chloride,6,9.28916478794,882.518132628,3.77889865807e-10
21749,silver (I) iodide,1,90.2560387828,3985.85358931,7.97946657896e-10
21750,silver (I) iodide,2,24.0183521213,2346.44480081,5.92933283578e-10
21751,silver (I) iodide,3,14.3379592218,1574.63857508,5.02278964977e-10
21752,silver (I) iodide,4,11.6239858971,1214.73727264,4.4722506065e-10
21753,silver (I) iodide,5,10.1430576096,995.000132642,4.07981880009e-10
21754,silver (I) iodide,6,9.17555636033,842.981386947,3.77528592976e-10
21755,sodium chloride,1,40.1868504914,4069.5408647,5.64124618749e-10
21756,sodium chloride,2,13.1482665293,2035.6969946,4.21540550656e-10
21757,sodium chloride,3,10.086816943,1403.4503879,3.59991638353e-10
21758,sodium chloride,4,8.76188265348,1084.6404819,3.20458613898e-10
21759,sodium chloride,5,7.97034607914,887.064526824,2.91728243241e-10
21760,sodium chloride,6,7.43643010484,752.293845598,2.69881886957e-10
21761,sodium hydroxide,1,363.41478453,4332.61367961,4.86050521835e-10
21762,sodium hydroxide,2,41.5331841867,2684.32069543,3.60992943515e-10
21763,sodium hydroxide,3,20.2073880074,1865.05412626,3.02992307574e-10
21764,sodium hydroxide,4,14.7825255064,1415.77199542,2.69113912529e-10
21765,sodium hydroxide,5,12.4823403745,1162.89500816,2.45728800321e-10
21766,sodium hydroxide,6,10.9845174564,984.860513865,2.27574188874e-10
21767,sodium perchlorate monohydrate,1,31.698850052,3837.51350722,5.57436102906e-10
21768,sodium perchlorate monohydrate,2,11.2395150065,1820.44555863,4.19087959824e-10
21769,sodium perchlorate monohydrate,3,9.03639899164,1259.85822862,3.58211969417e-10
21770,sodium perchlorate monohydrate,4,7.98694754088,969.984218452,3.1851735819e-10
21771,sodium perchlorate monohydrate,5,7.36888623255,793.777653309,2.89643438636e-10
21772,sodium perchlorate monohydrate,6,6.94573758755,674.366546111,2.68118806474e-10
21773,spiropentane,1,46.1630577591,616.31381302,5.30887697302e-10
21774,spiropentane,2,14.5083378826,318.474869741,3.95727353922e-10
21775,spiropentane,3,10.7576682049,218.466856977,3.37654335533e-10
21776,spiropentane,4,9.24456985881,169.082040989,3.00694267661e-10
21777,spiropentane,5,8.34180639194,138.275429056,2.73880655388e-10
21778,spiropentane,6,7.73753199278,117.204554316,2.5333530504e-10
21779,stannane,1,39.2598603295,426.837341082,4.4709396094e-10
21780,stannane,2,12.9386364096,212.369675774,3.34251815371e-10
21781,stannane,3,9.97780408671,146.505898052,2.85484435819e-10
21782,stannane,4,8.68250620298,113.19079416,2.54111872079e-10
21783,stannane,5,7.90903328502,92.5749169489,2.31307278799e-10
21784,stannane,6,7.3865864202,78.5195746349,2.13993689321e-10
21785,stannic bromide,1,36.1837166779,868.769283928,6.32145195253e-10
21786,stannic bromide,2,12.2453516003,424.300854889,4.73489237711e-10
21787,stannic bromide,3,9.60615489797,293.229192076,4.04561841742e-10
21788,stannic bromide,4,8.41002161663,226.278860881,3.59981065799e-10
21789,stannic bromide,5,7.69805378401,185.094384826,3.27558218572e-10
21790,stannic bromide,6,7.21476329285,157.071171953,3.03091367157e-10
21791,stannic chloride,1,32.5211024627,672.648868416,5.80701034573e-10
21792,stannic chloride,2,11.4236011614,320.860600245,4.36235571287e-10
21793,stannic chloride,3,9.14335692641,222.02389244,3.72851839687e-10
21794,stannic chloride,4,8.06684223169,171.020104684,3.3158414567e-10
21795,stannic chloride,5,7.43119846692,139.938787823,3.01564796533e-10
21796,stannic chloride,6,6.99675307841,118.856941642,2.7912804422e-10
21797,stannic iodide,1,69.5124221326,1283.91650107,8.16515226428e-10
21798,stannic iodide,2,19.8153167155,726.558393502,6.06359840915e-10
21799,stannic iodide,3,12.9120870426,488.957381266,5.15583144352e-10
21800,stannic iodide,4,10.7191136647,378.380553342,4.59249816223e-10
21801,stannic iodide,5,9.46318381804,309.680129487,4.18765866491e-10
21802,stannic iodide,6,8.63718528898,262.363123027,3.87406123768e-10
21803,stannous chloride,1,146.870871183,2114.78788348,5.97588883317e-10
21804,stannous chloride,2,31.7508124525,1291.3629858,4.44469606109e-10
21805,stannous chloride,3,16.8394562511,876.864908744,3.74415887522e-10
21806,stannous chloride,4,13.0695122893,671.064731942,3.3314532275e-10
21807,stannous chloride,5,11.2208339089,550.482757032,3.04066537061e-10
21808,stannous chloride,6,10.0175445828,466.37368202,2.81493259857e-10
21809,stibine,1,27.0243812519,474.845510408,4.56933601035e-10
21810,stibine,2,10.1968508855,217.974613008,3.4545870762e-10
21811,stibine,3,8.40880983211,150.801991425,2.95275090774e-10
21812,stibine,4,7.51401433386,115.742575808,2.62273194063e-10
21813,stibine,5,6.99854934776,94.7927623682,2.38292534171e-10
21814,stibine,6,6.6416963883,80.6959324339,2.20749853368e-10
21815,stilbene,1,400.464892796,1216.5601353,7.16089771038e-10
21816,stilbene,2,42.2343998731,753.7227196,5.31724676441e-10
21817,stilbene,3,20.4589594966,524.528052477,4.46235109028e-10
21818,stilbene,4,14.9041990806,398.070742372,3.96269049751e-10
21819,stilbene,5,12.5698246585,326.96603272,3.61841870194e-10
21820,stilbene,6,11.0508208237,276.89719998,3.35115331015e-10
21821,styrene,1,66.2977973165,837.373584787,5.93318235916e-10
21822,styrene,2,19.10480798,469.547032348,4.40630781877e-10
21823,styrene,3,12.6544057528,316.5321356,3.74897564625e-10
21824,styrene,4,10.5493304776,245.034134071,3.33947918823e-10
21825,styrene,5,9.33499179905,200.517485364,3.04479266963e-10
21826,styrene,6,8.53506540688,169.881403665,2.81666421485e-10
21827,succinimide,1,421.966284806,1326.63176051,5.46724392123e-10
21828,succinimide,2,42.5893866033,821.86875615,4.05915091676e-10
21829,succinimide,3,20.5866398545,572.412965014,3.40631947969e-10
21830,succinimide,4,14.9658254963,434.365552548,3.02462928645e-10
21831,succinimide,5,12.613931049,356.772228994,2.7618805704e-10
21832,succinimide,6,11.0842113006,302.132455472,2.55790563403e-10
21833,sucrose,1,98.9965324571,1510.87451737,7.54426669761e-10
21834,sucrose,2,25.5546017618,898.287928173,5.60759404073e-10
21835,sucrose,3,14.8359713247,603.575549332,4.74433379435e-10
21836,sucrose,4,11.9260085981,464.947481292,4.22358328075e-10
21837,sucrose,5,10.3689241497,380.954871784,3.85344056479e-10
21838,sucrose,6,9.35319045141,322.7548754,3.56614232268e-10
21839,sulfolane,1,111.875324886,1203.29765059,5.46513942202e-10
21840,sulfolane,2,27.5634551274,723.05895891,4.06350615783e-10
21841,sulfolane,3,15.4818736302,487.138432584,3.43274280715e-10
21842,sulfolane,4,12.3069655824,374.48783544,3.05531493758e-10
21843,sulfolane,5,10.6532375716,306.954518658,2.78794547349e-10
21844,sulfolane,6,9.57590723131,260.061605084,2.58039292617e-10
21845,sulfur,1,51.7766128567,1657.55734644,4.08697991261e-10
21846,sulfur,2,15.7967697466,880.050363709,3.04142409543e-10
21847,sulfur,3,11.339919363,600.432409596,2.59319961487e-10
21848,sulfur,4,9.65495247771,465.001499571,2.30980096209e-10
21849,sulfur,5,8.65583096754,380.317478437,2.10462390584e-10
21850,sulfur,6,7.99089403162,322.279770268,1.94669389872e-10
21851,sulfur dichloride,1,54.1981347625,689.544420651,4.80063703621e-10
21852,sulfur dichloride,2,16.3537540631,370.025878802,3.57043955962e-10
21853,sulfur dichloride,3,11.5776017089,251.866792334,3.04338515228e-10
21854,sulfur dichloride,4,9.82005405373,195.077859808,2.71091585436e-10
21855,sulfur dichloride,5,8.78172437991,159.562502686,2.47044303608e-10
21856,sulfur dichloride,6,8.09215929406,135.203451207,2.28507938519e-10
21857,sulfur dioxide,1,51.5379554589,542.898642234,4.17819010052e-10
21858,sulfur dioxide,2,15.741878876,287.929876485,3.10949148825e-10
21859,sulfur dioxide,3,11.3160647562,196.491888349,2.65131131089e-10
21860,sulfur dioxide,4,9.6383032268,152.169657997,2.361548338e-10
21861,sulfur dioxide,5,8.64312176159,124.45640665,2.15174416559e-10
21862,sulfur dioxide,6,7.98066123314,105.464781221,1.99027776944e-10
21863,sulfur hexafluoride,1,44.9686698199,390.902341001,4.94140772155e-10
21864,sulfur hexafluoride,2,14.2353634792,200.749072251,3.68490415558e-10
21865,sulfur hexafluoride,3,10.6279170069,137.860289944,3.14468405695e-10
21866,sulfur hexafluoride,4,9.1520110486,106.673443343,2.80029036684e-10
21867,sulfur hexafluoride,5,8.27075665454,87.2370978677,2.55034285069e-10
21868,sulfur hexafluoride,6,7.68005640834,73.9495546292,2.35906577976e-10
21869,sulfur monochloride,1,58.4802736124,850.293616098,5.27888978524e-10
21870,sulfur monochloride,2,17.3364307578,464.263260144,3.92299868805e-10
21871,sulfur monochloride,3,11.979113788,314.776306368,3.34209975199e-10
21872,sulfur monochloride,4,10.0956315038,243.800817878,2.97712087217e-10
21873,sulfur monochloride,5,8.99131791557,199.445092934,2.71359869291e-10
21874,sulfur monochloride,6,8.26035492868,168.983891898,2.51006674203e-10
21875,sulfur tetrafluoride,1,69.8848396239,483.189025549,4.63183376582e-10
21876,sulfur tetrafluoride,2,19.8968208294,273.705485341,3.4396880416e-10
21877,sulfur tetrafluoride,3,12.9412306262,184.166176251,2.92452662157e-10
21878,sulfur tetrafluoride,4,10.738197599,142.511037566,2.60497589422e-10
21879,sulfur tetrafluoride,5,9.47757933853,116.637944579,2.37536688129e-10
21880,sulfur tetrafluoride,6,8.64864107525,98.8163951461,2.19749557577e-10
21881,sulfur trioxide,1,162.45789011,717.391618555,4.31392026648e-10
21882,sulfur trioxide,2,33.1638577653,439.788100331,3.20852469064e-10
21883,sulfur trioxide,3,17.3070633741,299.552803772,2.70062452329e-10
21884,sulfur trioxide,4,13.3209316791,228.904342376,2.40265880912e-10
21885,sulfur trioxide,5,11.4075884135,187.822186435,2.19310245614e-10
21886,sulfur trioxide,6,10.1619731522,159.120571475,2.03042984803e-10
21887,sulfuric acid,1,598.661207494,1446.37577898,4.30412361891e-10
21888,sulfuric acid,2,44.5975199552,895.133489189,3.19309913801e-10
21889,sulfuric acid,3,21.3120125287,626.193345961,2.67872681798e-10
21890,sulfuric acid,4,15.3150778334,475.040557397,2.37734495291e-10
21891,sulfuric acid,5,12.8609656471,390.093600641,2.17091589489e-10
21892,sulfuric acid,6,11.2707658248,330.30642612,2.01068448934e-10
21893,sulfuryl chloride,1,37.9959924015,643.916393231,4.97603312455e-10
21894,sulfuryl chloride,2,12.6533758706,317.983860873,3.72280894499e-10
21895,sulfuryl chloride,3,9.82696319489,219.540485246,3.18017943902e-10
21896,sulfuryl chloride,4,8.57225794806,169.540049003,2.83033818802e-10
21897,sulfuryl chloride,5,7.82376489577,138.66830678,2.5759759781e-10
21898,sulfuryl chloride,6,7.31720085264,117.636623729,2.38330610807e-10
21899,tellurium hexafluoride,1,22.4270111165,361.264748648,5.19907093243e-10
21900,tellurium hexafluoride,2,9.21405416716,160.900370812,3.96160621983e-10
21901,tellurium hexafluoride,3,7.78588489175,111.078929395,3.38401682953e-10
21902,tellurium hexafluoride,4,7.03806908369,84.9449200384,3.00130395753e-10
21903,tellurium hexafluoride,5,6.62321509198,69.6553679102,2.72400488508e-10
21904,tellurium hexafluoride,6,6.33209052177,59.4940281532,2.52651218757e-10
21905,tellurium tetrachloride,1,77.6266328329,1350.76459148,6.02056324574e-10
21906,tellurium tetrachloride,2,21.5461942846,779.037933833,4.47166199744e-10
21907,tellurium tetrachloride,3,13.5156942691,522.935501624,3.79621680598e-10
21908,tellurium tetrachloride,4,11.1093929612,404.230427977,3.38098818434e-10
21909,tellurium tetrachloride,5,9.75706720734,330.948198758,3.08358658186e-10
21910,tellurium tetrachloride,6,8.87057366384,280.380697906,2.85297247064e-10
21911,terpinolene,1,106.996804719,936.299728772,6.69741033038e-10
21912,terpinolene,2,26.8368077911,560.608646802,4.97920980114e-10
21913,terpinolene,3,15.2484498618,377.286321867,4.2085579907e-10
21914,terpinolene,4,12.1706803909,290.257792532,3.74609830946e-10
21915,terpinolene,5,10.5515933177,237.881195386,3.41811315131e-10
21916,terpinolene,6,9.49639799264,201.540236445,3.16351328126e-10
21917,tert-butyl acetate,1,84.2941731312,743.049232546,6.26871830891e-10
21918,tert-butyl acetate,2,22.8877044627,433.697002321,4.65708254675e-10
21919,tert-butyl acetate,3,13.9661677546,290.956918492,3.9488798507e-10
21920,tert-butyl acetate,4,11.3937651208,224.675725481,3.51648559674e-10
21921,tert-butyl acetate,5,9.97056573158,183.992989696,3.2075979529e-10
21922,tert-butyl acetate,6,9.03948504662,155.880776429,2.96796037798e-10
21923,tert-butyl acrylate,1,177.427254977,871.826999838,6.42254169575e-10
21924,tert-butyl acrylate,2,34.3299199925,535.927454068,4.77654490761e-10
21925,tert-butyl acrylate,3,17.697715317,366.012581728,4.0180519766e-10
21926,tert-butyl acrylate,4,13.5269355001,279.3555837,3.57425158859e-10
21927,tert-butyl acrylate,5,11.5604295149,229.267041067,3.26269955687e-10
21928,tert-butyl acrylate,6,10.2798463585,194.226817501,3.02085104992e-10
21929,tert-butyl butanoate,1,400.464892796,885.612577886,6.93486265732e-10
21930,tert-butyl butanoate,2,42.2343998731,548.683374827,5.14940689249e-10
21931,tert-butyl butanoate,3,20.4589594966,381.83779597,4.32149615753e-10
21932,tert-butyl butanoate,4,14.9041990806,289.781364771,3.83760744325e-10
21933,tert-butyl butanoate,5,12.5698246585,238.019661105,3.50420265021e-10
21934,tert-butyl butanoate,6,11.0508208237,201.571328838,3.24537353966e-10
21935,tert-butyl formate,1,65.2779450578,705.285743755,5.89066656917e-10
21936,tert-butyl formate,2,18.8770045395,394.250251335,4.37489449512e-10
21937,tert-butyl formate,3,12.570306055,265.938843862,3.72295657151e-10
21938,tert-butyl formate,4,10.4935136607,205.888639709,3.31633173042e-10
21939,tert-butyl formate,5,9.2928000902,168.476554976,3.02358459888e-10
21940,tert-butyl formate,6,8.50141316765,142.736506568,2.79700979442e-10
21941,tert-butyl isobutyl ether,1,148.298604683,816.937615623,6.79512731643e-10
21942,tert-butyl isobutyl ether,2,31.8899018791,499.058745034,5.05402955132e-10
21943,tert-butyl isobutyl ether,3,16.8852189093,338.97294655,4.25709524085e-10
21944,tert-butyl isobutyl ether,4,13.0943593075,259.377290001,3.78781203462e-10
21945,tert-butyl isobutyl ether,5,11.2392994249,212.775939825,3.45721622736e-10
21946,tert-butyl isobutyl ether,6,10.0318446668,180.265213633,3.20058168581e-10
21947,tert-butyl isocyanide,1,81.8048536992,739.677118614,5.82062723468e-10
21948,tert-butyl isocyanide,2,22.3960974562,429.948105677,4.32379014223e-10
21949,tert-butyl isocyanide,3,13.8024685592,288.465176496,3.66786546515e-10
21950,tert-butyl isocyanide,4,11.2911127967,222.840547801,3.26640815481e-10
21951,tert-butyl isocyanide,5,9.89355509222,182.47256313,2.97934650367e-10
21952,tert-butyl isocyanide,6,8.97861981017,154.592160467,2.75667593459e-10
21953,tert-butyl mercaptan,1,40.4663338978,635.364726157,5.69197206938e-10
